lable,sentence
../data/bihar.txt,"Bihari cuisine may include litti chokha, a baked salted wheat-flour cake filled with sattu (baked chickpea flour) and some special spices, which is served with baigan bharta, made of roasted eggplant (brinjal) and tomatoes."
../data/bihar.txt,"Among meat dishes, meat saalan is a popular dish made of mutton or goat curry with cubed potatoes in garam masala."
../data/bihar.txt,Dalpuri is another popular dish in Bihar.
../data/bihar.txt,"It is salted wheat-flour bread, filled with boiled, crushed, and fried gram pulses."
../data/bihar.txt,"Malpua is a popular sweet dish of Bihar, prepared by a mixture of maida, milk, bananas, cashew nuts, peanuts, raisins, sugar, water, and green cardamom."
../data/bihar.txt,"Another notable sweet dish of Bihar is balushahi, which is prepared by a specially treated combination of maida and sugar along with ghee, and the other worldwide famous sweet, khaja, also very popular, is made from flour, vegetable fat, and sugar, which is mainly used in weddings and other occasions."
../data/bihar.txt,Silav near Nalanda is famous for its production.
../data/bihar.txt,"During the festival of Chhath, thekua, a sweet dish made of ghee, jaggery, and whole-meal flour, flavoured with aniseed, is made."
../data/goa.txt,"The area has a tropical climate, which means the spices and flavours are intense."
../data/goa.txt,Use of kokum is a distinct feature of the region's cuisine.
../data/goa.txt,Goan cuisine is mostly seafood and meat-based.
../data/goa.txt,the staple foods are rice and fish.
../data/goa.txt,"Kingfish (vison or visvan) is the most common delicacy, and others include pomfret, shark, tuna, and mackerel; these are often served with coconut milk."
../data/goa.txt,"Shellfish, including crabs, prawns, tiger prawns, lobster, squid, and mussels, are commonly eaten."
../data/goa.txt,"The cuisine of Goa is influenced by its Hindu origins, 400 years of Portuguese colonialism, and modern techniques."
../data/goa.txt,"Bread, introduced by the Portuguese, is very popular, and is an important part of goan breakfast."
../data/goa.txt,Frequent tourism in the area gives Goan food an international aspect.
../data/goa.txt,Vegetarianism is equally popular.
../data/Telangana.txt,"The cuisine of Telangana consists of the Telugu cuisine, of Telangana's Telugu people as well as Hyderabadi cuisine (also known as Nizami cuisine), of Telangana's Hyderabadi Muslim community."
../data/Telangana.txt,"Hyderabadi food is based heavily on non-vegetarian ingredients, while Telugu food is a mix of both vegetarian and non-vegetarian ingredients."
../data/Telangana.txt,Telugu food is rich in spices and chillies are abundantly used.
../data/Telangana.txt,The food also generally tends to be more on the tangy side with tamarind and lime juice both used liberally as souring agents.
../data/Telangana.txt,Rice is the staple food of Telugu people.
../data/Telangana.txt,Starch is consumed with a variety of curries and lentil soups or broths.
../data/Telangana.txt,Vegetarian and non-vegetarian foods are both popular.
../data/Telangana.txt,"Hyderabadi cuisine includes popular delicacies such as Biryani, Haleem, Baghara baingan and Kheema, while Hyderabadi day to day dishes see some commonalities with Telanganite Telugu food, with its use of tamarind, rice, and lentils, along with meat."
../data/Telangana.txt,"Dahi (yogurt) is a common addition to meals, as a way of tempering spiciness."
../data/Odisha.txt,The cuisine of Odisha relies heavily on local ingredients.
../data/Odisha.txt,Flavours are usually subtle and delicately spiced.
../data/Odisha.txt,"Fish and other seafood, such as crab and shrimp, are very popular, and chicken and mutton are also consumed."
../data/Odisha.txt,"Panch phutana, a mix of cumin, mustard, fennel, fenugreek and kalonji (nigella), is widely used for flavouring vegetables and dals, while garam masala and turmeric are commonly used for meat-based curries."
../data/Odisha.txt,"Pakhala, a dish made of rice, water, and dahi (yogurt), that is fermented overnight, is very popular in summer in rural areas."
../data/Odisha.txt,"Oriyas are very fond of sweets, so dessert follows most meals."
../data/Odisha.txt,"Popular Oriya dishes include Anna, Kanika, Dalma, Khata (Tamato & Oou), Dali (Different types of lentils, i.e."
../data/Odisha.txt,"Harada (Red Gram), Muga (Moong), Kolatha (Horsegram), etc."
../data/Odisha.txt,Saga ( spinach and other green leaves) and Alu-bharta(mashed potato) along with Pakhala are popular dishes(lunch) in rural Odisha.
../data/Odisha.txt,Odisha is well known for its milk-based sweets.
../data/Odisha.txt,"Among the many Rasagula which originated in Odisha, Chhena poda, Chhena gaja, Chhena jhili, and Rasabali are very famous."
../data/west bengal.txt,"Due to being split between Bangladesh and India, the cuisine of Bengal differs in the use of religiously significant items, as well as international cuisine, such as Chinese food from the diaspora, Portuguese items, and Anglo items from the colonial period."
../data/west bengal.txt,"Bangladesh generally does not have the same amount of access to global trade and therefore, food."
../data/west bengal.txt,"Mughal cuisine is a universal influencer in the Bengali palate, and has introduced Persian and Islamic foods to the region, as well as a number of more elaborate methods of preparing food, like marination using ghee."
../data/west bengal.txt,"Fish, rice, milk, and sugar all play crucial parts in Bengali cuisine."
../data/west bengal.txt,"Bengali cuisine can be subdivided into four different types of dishes, charbya , or food that is chewed, such as rice or fish; choṣya, or food that is sucked, such as ambal and tak; lehya , or foods that are meant to be licked, like chuttney; and peya, which includes drinks, mainly milk."
../data/west bengal.txt,"During the 19th century, many Odia-speaking cooks were employed in Bengal, which led to the transfer of several food items between the two regions."
../data/west bengal.txt,"Bengali cuisine is the only traditionally developed multi-course tradition from the Indian subcontinent that is analogous in structure to the modern service à la russe style of French cuisine, with food served course-wise rather than all at once."
../data/west bengal.txt,"Bengali cuisine differs according to regional tastes, such as the emphasis on the use of chilli pepper in the Chittagong district of Bangladesh However, across all its varieties, there is predominant use of mustard oil along with large amounts of spices."
../data/west bengal.txt,"The cuisine is known for subtle flavours with an emphasis on fish, meat, vegetables, lentils, and rice."
../data/west bengal.txt,"Bread is not a common dish in Bengali cuisine, but a deep fried version called luchi is popular."
../data/west bengal.txt,Fresh sweetwater fish is one of its most distinctive features.
../data/west bengal.txt,"Bengalis prepare fish in many ways, such as steaming, braising, or stewing in vegetables and sauces based on coconut milk or mustard."
../data/west bengal.txt,"East Bengali food, which has a high presence in West Bengal and Bangladesh, is much spicier than the West Bengali cuisine, and tends to use high amounts of chilli, and is one of the spiciest cuisines in India and the World."
../data/west bengal.txt,"Shondesh and Rasgulla are popular sweet dishes made of sweetened, finely ground fresh cheese."
../data/west bengal.txt,Rasgulla consists of paneer balls dipped in sugar syrup.
../data/west bengal.txt,"The ""Jaggery Rasgullas"" are even more famous."
../data/west bengal.txt,The rasgulla originated in Bengal and later became popular in erstwhile Odisha.
../data/west bengal.txt,The government of west Bengal has recently acquired the GI status of rasgulla after citing proof in court.
../data/west bengal.txt,The cuisine is also found in the state of Tripura and the Barak Valley of Assam.
../data/Tripura.txt,The Tripuri people are the original inhabitants of the state of Tripura in northeast India.
../data/Tripura.txt,"Today, they comprise the communities of Tipra, Reang, Jamatia, Noatia, and Uchoi, among others."
../data/Tripura.txt,"The Tripuri are non-vegetarian, although they have a minority of Vaishnavite vegetarians."
../data/Tripura.txt,"The major ingredients of Tripuri cuisine include vegetables, herbs, pork, chicken, mutton, fishes, turtle, shrimps, crabs, freshwater mussels, periwinkles, edible freshwater snails and frogs."
../data/Alcoholic beverages.txt,Most beers in India are either lagers (4.8 percent alcohol) or strong lagers (8.9 percent).
../data/Alcoholic beverages.txt,The Indian beer industry has witnessed steady growth of 10–17 percent per year over the last ten years.
../data/Alcoholic beverages.txt,Production exceeded 170 million cases during the 2008–2009 financial year.
../data/Alcoholic beverages.txt,"With the average age of the population decreasing and income levels on the rise, the popularity of beer in the country continues to increase."
../data/Alcoholic beverages.txt,"Other popular alcoholic drinks in India include fenny, a Goan liquor made from either coconut or the juice of the cashew apple."
../data/Alcoholic beverages.txt,"The state of Goa has registered for a geographical indicator to allow its fenny distilleries to claim exclusive rights to production of liquor under the name ""fenny."""
../data/Alcoholic beverages.txt,"Hadia is a rice beer, created by mixing herbs with boiled rice and leaving the mixture to ferment for around a week."
../data/Alcoholic beverages.txt,It is served cold and is less alcoholic than other Indian liquors.
../data/Alcoholic beverages.txt,Chuak is a similar drink from Tripura.
../data/Alcoholic beverages.txt,"Palm wine, locally known as Neera, is a sap extracted from inflorescences of various species of toddy palms."
../data/Alcoholic beverages.txt,[163] Chhaang is consumed by the people of Sikkim and the Darjeeling Himalayan hill region of West Bengal.
../data/Alcoholic beverages.txt,"It is drunk cold or at room temperature in summer, and often hot during cold weather."
../data/Alcoholic beverages.txt,"Chhaang is similar to traditional beer, brewed from barley, millet, or rice."
../data/Alcoholic beverages.txt,[164] Kallu(Chetthu Kallu) is a popular natural alcohol extracted from coconut and pine trees in Kerala.
../data/Alcoholic beverages.txt,It is sold in local Kallu shops and is consumed with fried fish and chicken.
../data/Alcoholic beverages.txt,Its alcoholic content is increased by addition of alcoholic additives.
../data/Madhya Pradesh.txt,The cuisine in Madhya Pradesh varies regionally.
../data/Madhya Pradesh.txt,"Wheat and meat are common in the north and west of the state, while the wetter south and east are dominated by rice and fish."
../data/Madhya Pradesh.txt,Milk is a common ingredient in Gwalior and Indore.
../data/Madhya Pradesh.txt,"The street food of Indore is well known, with shops that have been active for generations."
../data/Madhya Pradesh.txt,"Bhopal is known for meat and fish dishes such as rogan josh, korma, qeema, biryani, pilaf, and kebabs."
../data/Madhya Pradesh.txt,"On a street named Chatori Gali in old Bhopal, one can find traditional Muslim nonvegetarian fare such as paya soup, bun kabab, and nalli-nihari as some of the specialties."
../data/Madhya Pradesh.txt,"Dal bafla is a common meal in the region and can be easily found in Indore and other nearby regions, consisting of a steamed and grilled wheat cake dunked in rich ghee, which is eaten with daal and ladoos."
../data/Madhya Pradesh.txt,The culinary specialty of the Malwa and Indore regions of central Madhya Pradesh is poha (flattened rice); usually eaten at breakfast with jalebi.
../data/Madhya Pradesh.txt,"Beverages in the region include lassi, beer, rum and sugarcane juice."
../data/Madhya Pradesh.txt,A local liquor is distilled from the flowers of the mahua tree.
../data/Madhya Pradesh.txt,Date palm toddy is also popular.
../data/Madhya Pradesh.txt,"In tribal regions, a popular drink is the sap of the sulfi tree, which may be alcoholic if it has fermented."
../data/Dadra and Nagar Haveli.txt,The local cuisine resembles the cuisine of Gujarat.
../data/Dadra and Nagar Haveli.txt,Ubadiyu is a local delicacy made of vegetables and beans with herbs.
../data/Dadra and Nagar Haveli.txt,"The common foods include rice, roti, vegetables, river fish, and crab."
../data/Dadra and Nagar Haveli.txt,People also enjoy buttermilk and chutney made of different fruits and herbs.
../data/Non-alcoholic beverages.txt,"Tea is a staple beverage throughout India, since the country is one of the largest producers of tea in the world."
../data/Non-alcoholic beverages.txt,"The most popular varieties of tea grown in India include Assam tea, Darjeeling tea and Nilgiri tea."
../data/Non-alcoholic beverages.txt,"It is prepared by boiling the tea leaves in a mix of water, milk, and spices such as cardamom, cloves, cinnamon, and ginger."
../data/Non-alcoholic beverages.txt,"In India, tea is often enjoyed with snacks like biscuits and pakoda."
../data/Non-alcoholic beverages.txt,"Coffee is another popular beverage, but more popular in South India."
../data/Non-alcoholic beverages.txt,Coffee is also cultivated in some parts of India.
../data/Non-alcoholic beverages.txt,"There are two varieties of coffee popular in India, which include Indian filter coffee and instant coffee."
../data/Non-alcoholic beverages.txt,Lassi is a traditional dahi (yogurt)-based drink in India.
../data/Non-alcoholic beverages.txt,[157] It is made by blending yogurt with water or milk and spices.
../data/Non-alcoholic beverages.txt,"Salted lassi is more common in villages of Punjab and in Porbandar, Gujarat."
../data/Non-alcoholic beverages.txt,Traditional lassi is sometimes flavoured with ground roasted cumin.
../data/Non-alcoholic beverages.txt,"Lassi can also be flavoured with ingredients such as sugar, rose water, mango, lemon, strawberry, and saffron."
../data/Non-alcoholic beverages.txt,"[158]

Sharbat is a sweet cold beverage prepared from fruits or flower petals."
../data/Non-alcoholic beverages.txt,"[159] It can be served in concentrate form and eaten with a spoon, or diluted with water to create a drink."
../data/Non-alcoholic beverages.txt,"Popular sharbats are made from plants such as rose, sandalwood, bel, gurhal (hibiscus), lemon, orange, pineapple, sarasaparilla and falsa (Grewia asiatica)."
../data/Non-alcoholic beverages.txt,"In Ayurveda, sharbats are believed to hold medicinal value."
../data/Non-alcoholic beverages.txt,"[160]

Other beverages include nimbu pani (lemonade), chaas, badam doodh (almond milk with nuts and cardamom), and coconut water."
../data/Non-alcoholic beverages.txt,"Cold drinks unique to southern India include beverages, such as ""Panner Soda"" or ""Gholi Soda"", which is a mixture of carbonated water, rose water, rose milk, and sugar."
../data/Non-alcoholic beverages.txt,"""Narenga Soda"", a mixture of carbonated water, salt and lemon juice and ""Soda Nannari Sharbat"", a mixture of sarasaparilla Sharbat with carbonated water are most popular non alcoholic beverages in Kerala and Tamil Nadu."
../data/Non-alcoholic beverages.txt,Street shops in Central Kerala and Madurai region of Tamil Nadu are most popular for these drinks which are also called 'Kulukki Sharbats' in Kerala.
../data/delhi.txt,"Delhi was once the capital of the Mughal empire, and it became the birthplace of Mughlai cuisine."
../data/delhi.txt,Delhi is noted for its street food.
../data/delhi.txt,The Paranthewali Gali in Chandani Chowk is just one of the culinary landmarks for stuffed flatbread (paranthas).
../data/delhi.txt,"Delhi has people from different parts of India, thus the city has different types of food traditions."
../data/delhi.txt,its cuisine is influenced by the various cultures.
../data/delhi.txt,"Punjabi cuisine is common, due to the dominance of Punjabi communities."
../data/delhi.txt,Delhi cuisine is actually an amalgam of different Indian cuisines modified in unique ways.
../data/delhi.txt,This is apparent in the different types of street food available.
../data/delhi.txt,"Kababs, kachauri, chaat, Indian sweets, Indian ice cream (commonly called kulfi), and even western food items like sandwiches and patties, are prepared in a style unique to Delhi and are quite popular."
../data/Gujarat.txt,Gujarati cuisine is primarily vegetarian.
../data/Gujarat.txt,"The typical Gujarati thali consists of roti (rotlii in Gujarati), daal or kadhi, rice, sabzi/shaak, papad and chaas (buttermilk)."
../data/Gujarat.txt,"The sabzi is a dish of different combinations of vegetables and spices which may be stir fried, spicy or sweet."
../data/Gujarat.txt,Gujarati cuisine can vary widely in flavour and heat based on personal and regional tastes.
../data/Gujarat.txt,"North Gujarat, Kathiawad, Kachchh, and South Gujarat are the four major regions of Gujarati cuisine."
../data/Gujarat.txt,"Many Gujarati dishes are simultaneously sweet, salty (like vegetable Handvo), and spicy."
../data/Gujarat.txt,"In mango season, keri no ras (fresh mango pulp) is often an integral part of the meal."
../data/Gujarat.txt,Spices also vary seasonally.
../data/Gujarat.txt,"For example, garam masala is used much less in summer."
../data/Gujarat.txt,"Few of Gujarati Snacks like Sev Khamani, Khakhra, Dal Vada, Methi na Bhajiya, Khaman, Bhakharwadi etc."
../data/Gujarat.txt,"Regular fasting, with diets limited to milk, dried fruit, and nuts, is a common practice."
../data/andaman and nicobar.txt,Seafood plays a major role in the cuisine of the Andaman and Nicobar Islands.
../data/andaman and nicobar.txt,"Staples of the diet of the Indigenous Andamanese traditionally included roots, honey, fruits, meat, and fish, which were obtained by hunting and gathering."
../data/andaman and nicobar.txt,Some insects were also eaten as delicacies.
../data/andaman and nicobar.txt,"Immigration from mainland of India, however, has resulted in variations in the cuisine."
../data/Uttar Pradesh.txt,"Traditionally, Uttar Pradeshi cuisine consists of Awadhi and Mughlai cuisine, though a vast majority of the state is vegetarian, preferring dal, roti, sabzi, and rice."
../data/Uttar Pradesh.txt,Pooris and kachoris are eaten on special occasions.
../data/Uttar Pradesh.txt,"Chaat, samosa, and pakora, among the most popular snacks in India, originate from Uttar Pradesh."
../data/Uttar Pradesh.txt,"Well known dishes include kebabs, dum biryani, and various mutton recipes."
../data/Uttar Pradesh.txt,"Sheer Qorma, Ghevar, Gulab jamun, Kheer, and Ras malai are some of the popular desserts in this region."
../data/Uttar Pradesh.txt,"Awadhi cuisine is from the city of Lucknow, which is the capital of the state of Uttar Pradesh in Central-South Asia and Northern India, and the cooking patterns of the city are similar to those of Central Asia, the Middle East, and other parts of Northern India."
../data/Uttar Pradesh.txt,The cuisine consists of both vegetarian and non-vegetarian dishes.
../data/Uttar Pradesh.txt,"Awadh has been greatly influenced by Mughal cooking techniques, and the cuisine of Lucknow bears similarities to those of Central Asia, Kashmir, Punjab and Hyderabad."
../data/Uttar Pradesh.txt,The city is also known for its Nawabi foods.
../data/Uttar Pradesh.txt,"The bawarchis and rakabdars of Awadh gave birth to the dum style of cooking or the art of cooking over a slow fire, which has become synonymous with Lucknow today."
../data/Uttar Pradesh.txt,"Their spread consisted of elaborate dishes like kebabs, kormas, biryani, kaliya, nahari-kulchas, zarda, sheermal, roomali rotis, and warqi parathas."
../data/Uttar Pradesh.txt,"The richness of Awadh cuisine lies not only in the variety of cuisine but also in the ingredients used like mutton, paneer, and rich spices, including cardamom and saffron."
../data/Uttar Pradesh.txt,Mughlai cuisine is a style of cooking developed in the Indian subcontinent by the imperial kitchens of the Mughal Empire.
../data/Uttar Pradesh.txt,It represents the cooking styles used in North India (especially Uttar Pradesh).
../data/Uttar Pradesh.txt,"The cuisine is strongly influenced by the Central Asian cuisine, the region where the Chagatai-Turkic Mughal rulers originally hailed from, and it has in turn strongly influenced the regional cuisines of Kashmir and the Punjab region."
../data/Uttar Pradesh.txt,"The tastes of Mughlai cuisine vary from extremely mild to spicy, and is often associated with a distinctive aroma and the taste of ground and whole spices."
../data/Uttar Pradesh.txt,A Mughlai course is an elaborate buffet of main course dishes with a variety of accompaniments.
../data/Karnataka.txt,"A number of dishes, such as idli, rava idli, Mysore masala dosa, etc."
../data/Karnataka.txt,were invented here and have become popular beyond the state of Karnataka.
../data/Karnataka.txt,"Equally, varieties in the cuisine of Karnataka have similarities with its three neighbouring South Indian states, as well as the states of Maharashtra and Goa to its north."
../data/Karnataka.txt,"It is very common for the food to be served on a banana leaf, especially during festivals and functions."
../data/Karnataka.txt,"Karnataka cuisine can be very broadly divided into: 1) Mysore/Bangalore cuisine, 2) North Karnataka cuisine, 3) Udupi cuisine, 4) Kodagu/Coorg cuisine, and 5) Karavali/coastal cuisine."
../data/Karnataka.txt,"The cuisine covers a wide spectrum of food from pure vegetarian and vegan to meats like pork, and from savouries to sweets."
../data/Karnataka.txt,"Typical dishes include bisi bele bath, jolada rotti, badanekai yennegai, Holige, Kadubu, chapati, idli vada, ragi rotti, akki rotti, saaru, huli, kootu, vangibath, khara bath, kesari bhath, sajjige, neer dosa, mysoore, haal bai, chiroti, benne dose, ragi mudde, and uppittu."
../data/Karnataka.txt,"The Kodagu district is known for spicy pork curries, while coastal Karnataka specialises in seafood."
../data/Karnataka.txt,"Although the ingredients differ regionally, a typical Kannadiga oota (Kannadiga meal) is served on a banana leaf."
../data/Karnataka.txt,"The coastal districts of Dakshina Kannada and Udupi have slightly varying cuisines, which make extensive use of coconut in curries and frequently include seafood."
../data/Puducherry.txt,"The union territory of Puducherry was a French colony for around 200 years, making French cuisine a strong influence on the area."
../data/Puducherry.txt,Tamil cuisine is eaten by the territory's Tamil majority.
../data/Puducherry.txt,"The influence of the neighbouring areas, such as Andhra Pradesh and Kerala, is also visible on the territory's cuisine."
../data/Puducherry.txt,"Some favourite dishes include coconut curry, tandoori potato, soya dosa, podanlangkai, curried vegetables, stuffed cabbage, and baked beans."
../data/Lakshadweep.txt,The cuisine of Lakshadweep prominently features seafood and coconut.
../data/Lakshadweep.txt,Local food consists of spicy nonvegetarian and vegetarian dishes.
../data/Lakshadweep.txt,"The culinary influence of Kerala is quite evident in the cuisines of Lakshadweep, since the island lies in close proximity to Kerala."
../data/Lakshadweep.txt,Coconut and sea fish serve as the foundations of most of the meals.
../data/Lakshadweep.txt,"The people of Lakshadweep drink large amounts of coconut water, which is the most abundant aerated drink on the island."
../data/Lakshadweep.txt,Coconut milk is the base for most of the curries.
../data/Lakshadweep.txt,All the sweet or savory dishes have a touch of famous Malabar spices.
../data/Lakshadweep.txt,"Local people also prefer to have dosa, idlis, and various rice dishes."
../data/Sikkim.txt,"In Sikkim, various ethnic groups such as the Nepalese, Bhutias, and Lepchas have their own distinct cuisines."
../data/Sikkim.txt,Nepalese cuisine is very popular in this area.
../data/Sikkim.txt,"Rice is the staple food of the area, and meat and dairy products are also widely consumed."
../data/Sikkim.txt,"For centuries, traditional fermented foods and beverages have constituted about 20 percent of the local diet."
../data/Sikkim.txt,"Depending on altitudinal variation, finger millet, wheat, buckwheat, barley, vegetables, potatoes, and soybeans are grown."
../data/Sikkim.txt,"Dhindo, Daal bhat, Gundruk, Momo, gya thuk, ningro, phagshapa, and sel roti are some of the local dishes."
../data/Sikkim.txt,Alcoholic drinks are consumed by both men and women.
../data/Sikkim.txt,Beef is eaten by the Bhutias.
../data/Jammu and Kashmir.txt,"The cuisine of Jammu and Kashmir is from three regions of the state: Jammu, Kashmir, and Ladakh."
../data/Jammu and Kashmir.txt,Kashmiri cuisine has evolved over hundreds of years.
../data/Jammu and Kashmir.txt,Its first major influence was the food of the Kashmiri Hindus and Buddhists.
../data/Jammu and Kashmir.txt,The cuisine was later influenced by the cultures which arrived with the invasion of Kashmir by Timur from the area of modern Uzbekistan.
../data/Jammu and Kashmir.txt,Subsequent influences have included the cuisines of Central Asia and the North Indian plains.
../data/Jammu and Kashmir.txt,"The most notable ingredient in Kashmiri cuisine is mutton, of which over 30 varieties are known."
../data/Jammu and Kashmir.txt,"Wazwan is a multicourse meal in the Kashmiri tradition, the preparation of which is considered an art."
../data/Jammu and Kashmir.txt,"Kashmiri Pandit food is elaborate, and an important part of the Pandits' ethnic identity."
../data/Jammu and Kashmir.txt,"Kashmiri Pandit cuisine usually uses dahi (yogurt), oil, and spices such as turmeric, red chilli, cumin, ginger, and fennel, though they do not use onion and garlic."
../data/Jammu and Kashmir.txt,"Also, birayanis are quite popular here."
../data/Jammu and Kashmir.txt,They are the speciality of Kashmir.
../data/Jammu and Kashmir.txt,"The Jammu region is famous for its Sund Panjeeri, Patisa, Rajma ( Kidney Beans) with rice and Kalari cheese."
../data/Jammu and Kashmir.txt,"Dogri food includes ambal (sour pumpkin dish), khatta meat, Kulthein (Macrotyloma uniflorum) di dal, dal chawal, maa da madra and Uriya."
../data/Jammu and Kashmir.txt,"Many types of pickles are made including mango, kasrod, and girgle."
../data/Jammu and Kashmir.txt,"Street food is also famous which include various types of chaats, specially Gol Gappas, Gulgule, Chole Bhature, Rajma Kulcha and Dahi Bhalla."
../data/Manipur.txt,Manipuri cuisine is represented by the cuisine of the Meitei people who form the majority population in the central plain.
../data/Manipur.txt,"Meitei food are simple, tasty, organic and healthy."
../data/Manipur.txt,Rice with local seasonal vegetables and fish form the main diet.
../data/Manipur.txt,"Most of the dishes are cooked like vegetable stew, flavored with either fermented fish called ngari, or dried and smoked fish."
../data/Manipur.txt,"The most popular manipuri dish is the Eromba, it's a preparation of boiled and mashed vegetables, often including potatoes or beans, mixed with chilli and roasted fermented fish."
../data/Manipur.txt,"Another popular dish is the savory cake called Paknam, made of a base of lentil flour stuffed with various ingredients such as banana inflorescence, mushrooms, fish, vegetables etc., and baked covered in turmeric leaves."
../data/Manipur.txt,"Along with spicy dishes, a mild side dish of steamed or boiled sweet vegetables are often served in the daily meals."
../data/Manipur.txt,"The manipuri salad dish called singju, made of finely julienned cabbage, green papaya, and other vegetables, and garnished with local herbs, toasted sesame powder and lentil flour is extremely popular locally, and often found sold in small street side vendors."
../data/Manipur.txt,"Singju is often served with bora which are fritters of various kinds, and also kanghou, or oil fried spicy veggies."
../data/Manipur.txt,Cooked and fermented soybean is a popular condiment in all manipuri kitchens.
../data/Manipur.txt,"The staple diet of Manipur consists of rice, fish, large varieties of leafy vegetables (of both aquatic and terrestrial)."
../data/Manipur.txt,Manipuris typically raise vegetables in a kitchen garden and rear fishes in small ponds around their house.
../data/Manipur.txt,"Since the vegetables are either grown at home or obtained from local market, the cuisines are very seasonal, each season having its own special vegetables and preparations."
../data/Manipur.txt,The taste is very different from mainland Indian cuisines because of the use of various aromatic herbs and roots that are peculiar to the region.
../data/Manipur.txt,"They are however very similar to the cuisines of Southeast/East/Central Asia, Siberia, Micronesia and Polynesia."
../data/assam.txt,"Assamese cuisine is a mixture of different indigenous styles, with considerable regional variation and some external influences."
../data/assam.txt,"Although it is known for its limited use of spices, Assamese cuisine has strong flavours from its use of endemic herbs, fruits, and vegetables served fresh, dried, or fermented."
../data/assam.txt,"Rice is the staple food item and a huge variety of endemic rice varieties, including several varieties of sticky rice are a part of the cuisine in Assam."
../data/assam.txt,"Fish, generally freshwater varieties, are widely eaten."
../data/assam.txt,"Other nonvegetarian items include chicken, duck, squab, snails, silkworms, insects, goat, pork, venison, turtle, monitor lizard, etc."
../data/assam.txt,"The region's cuisine involves simple cooking processes, mostly barbecuing, steaming, or boiling."
../data/assam.txt,"Bhuna, the gentle frying of spices before the addition of the main ingredients, generally common in Indian cooking, is absent in the cuisine of Assam."
../data/assam.txt,"A traditional meal in Assam begins with a khar, a class of dishes named after the main ingredient and ends with a tenga, a sour dish."
../data/assam.txt,Homebrewed rice beer or rice wine is served before a meal.
../data/assam.txt,The food is usually served in bell metal utensils.
../data/assam.txt,"Paan, the practice of chewing betel nut, generally concludes a meal."
